place,mag
"Panguitch, Utah",1.55
"Volcano, Hawaii",1.70000005
"Petersville, Alaska",1.2
"Cordova, Alaska",1.4
"Reno, Nevada",1.0
"Petersville, Alaska",1.1
"Toms Place, CA",1.06
"Progreso, B.C., MX",1.46
"Volcano, Hawaii",1.86
"Tyonek, Alaska",2.0
"Valencia, CA",1.04
"McCarthy, Alaska",1.1
"Ouzinkie, Alaska",2.3
"Volcano, Hawaii",1.79
"Sand Point, Alaska",2.3
"Nikolski, Alaska",2.8
"Volcano, Hawaii",2.55
"Volcano, Hawaii",1.79
"Volcano, Hawaii",1.91
"Volcano, Hawaii",1.86
"Pāhala, Hawaii",1.03
"Pāhala, Hawaii",1.84
"Warm River, Idaho",1.32
"Warm River, Idaho",1.9
"Geysers, CA",0.74
"West Yellowstone, Montana",0.95
"Kalifornsky, Alaska",1.4
"West Yellowstone, Montana",0.93
"West Yellowstone, Montana",0.93
"West Yellowstone, Montana",1.32
"Warm River, Idaho",1.38
"Warm River, Idaho",1.72
"Volcano, Hawaii",0.76
"Volcano, Hawaii",2.06
"Volcano, Hawaii",1.98
"Volcano, Hawaii",0.4
"Susitna, Alaska",1.3
"Seldovia Village, Alaska",1.3
"Volcano, Hawaii",1.75
"Volcano, Hawaii",0.66
"Volcano, Hawaii",2.17
"Indian Springs, Nevada",0.4
"Cobb, CA",0.89
"Reno, Nevada",0.6
"Parkfield, CA",0.8
"Port Alsworth, Alaska",1.8
"Volcano, Hawaii",1.15
southern East Pacific Rise,5.9
"Saint George, Utah",1.9
"Karluk, Alaska",0.5
"Karluk, Alaska",-0.15
"San Antonio de los Cobres, Argentina",4.3
"Nanwalek, Alaska",1.8
"Volcano, Hawaii",1.23
"Pāhala, Hawaii",1.96000004
"Salcha, Alaska",0.8
"Bodfish, CA",3.52
"Tres Pinos, CA",1.52
"Volcano, Hawaii",1.71
"Volcano, Hawaii",1.68
"Nanwalek, Alaska",1.5
"Cobb, CA",0.41
"Volcano, Hawaii",0.53
"Whites City, New Mexico",1.2
"Volcano, Hawaii",0.81
Fiji region,4.2
"Pedro Bay, Alaska",-0.43
"Chenega, Alaska",2.1
"Volcano, Hawaii",1.84
"Volcano, Hawaii",0.62
"Palomar Observatory, CA",1.07
"Pedro Bay, Alaska",-0.51
"Geysers, CA",0.73
"Volcano, Hawaii",1.73
"Luganville, Vanuatu",4.2
"Geysers, CA",1.38
"Volcano, Hawaii",2.08
"Volcano, Hawaii",0.67
"Willow, Alaska",1.0
"Willow, Alaska",1.1
"Volcano, Hawaii",0.95
"Volcano, Hawaii",1.99
"Karluk, Alaska",0.12
"Volcano, Hawaii",1.55
"Nanwalek, Alaska",1.6
"Houston, Alaska",1.2
"Reno, Nevada",0.8
"Volcano, Hawaii",2.2
"Volcano, Hawaii",0.59
"Volcano, Hawaii",2.2
"Volcano, Hawaii",1.88
"Cobb, CA",0.71
"Idyllwild, CA",0.71
"Volcano, Hawaii",0.63
"Volcano, Hawaii",0.54
"Hebgen Lake Estates, Montana",0.52
"Volcano, Hawaii",2.33
"Volcano, Hawaii",2.28
"Reno, Nevada",0.8
"Volcano, Hawaii",0.73
"Volcano, Hawaii",2.09
"Volcano, Hawaii",1.66
"Denali National Park, Alaska",1.3
"Cobb, CA",1.03
"Volcano, Hawaii",2.02
"Cobb, CA",0.78
"Volcano, Hawaii",2.41
"West Yellowstone, Montana",1.62
"Beluga, Alaska",1.4
"Pedro Bay, Alaska",-0.82
"Ashford, Washington",0.66
"Pāhala, Hawaii",2.54
"Atka, Alaska",3.8
"Volcano, Hawaii",1.87
"Fox, Alaska",1.1
"Pine Valley, CA",0.83
"Denali National Park, Alaska",0.9
"Panguna, Papua New Guinea",4.3
southeast Indian Ridge,4.5
"Geysers, CA",1.24
"Petersville, Alaska",1.2
"Ninilchik, Alaska",1.6
"Pedro Bay, Alaska",-0.27
"Chitina, Alaska",1.4
"Adak, Alaska",2.6
"Girdwood, Alaska",1.5
"Guánica, Puerto Rico",1.37
"Hebgen Lake Estates, Montana",0.4
"Cantwell, Alaska",1.2
"Dover, Oklahoma",1.18
"Charlotte Amalie, U.S. Virgin Islands",2.92
"Kirakira, Solomon Islands",4.0
"Moreno Valley, CA",0.92
"Geysers, CA",0.72
"Kalifornsky, Alaska",1.4
"Hamilton, Washington",0.98
"Tehachapi, CA",0.71
"Karluk, Alaska",0.0
"Karluk, Alaska",-0.17
"Karluk, Alaska",-0.41
"Charlotte Amalie, U.S. Virgin Islands",3.43
"Ninilchik, Alaska",1.2
"Big Pine, California",1.1
"Toyah, Texas",1.7
"Lincoln, Montana",0.99
"Mosquito Lake, Alaska",2.0
"Karluk, Alaska",-0.09
"Skwentna, Alaska",1.6
"Nanwalek, Alaska",1.4
"Floriston, California",0.9
"Pala, CA",0.7
"Cabazon, CA",0.71
South Sandwich Islands region,4.3
"Hermleigh, Texas",2.9
"Smiley, Texas",2.4
"Waimea, Hawaii",2.37
"Pedro Bay, Alaska",-0.68
"Abbotsford, Canada",1.47
"Atka, Alaska",4.1
"King Cove, Alaska",2.9
"Tierras Nuevas Poniente, Puerto Rico",3.23
"Smiley, Texas",2.3
"Hihifo, Tonga",4.3
"Geysers, CA",0.7
"Pāhala, Hawaii",1.98000002
"Palomar Observatory, CA",0.76
"Toms Place, CA",1.11
"Valdez, Alaska",1.4
"Indian Springs, Nevada",0.2
"Cloverdale, CA",1.15
"Fox River, Alaska",1.6
"Circleville, Utah",0.85
"Dutch Harbor, Alaska",-0.03
"Whites City, New Mexico",2.0
"Pedro Bay, Alaska",2.0
"Akutan, Alaska",2.3
"Talkeetna, Alaska",1.2
"Karluk, Alaska",-0.43
"Skwentna, Alaska",1.6
"Happy Valley, Alaska",1.6
"Dutch Harbor, Alaska",0.09
south of the Fiji Islands,4.1
"Reno, Nevada",1.1
"Atka, Alaska",3.9
"Dutch Harbor, Alaska",-0.12
"Lospalos, Timor Leste",4.5
"Dutch Harbor, Alaska",0.43
"Geysers, CA",0.69
"Kaktovik, Alaska",2.4
"Sterling, Alaska",2.0
"King Salmon, Alaska",0.37
Fiji region,5.1
"San Martin, CA",0.76
"Whites City, New Mexico",2.1
"Cantwell, Alaska",1.4
"Big Lake, Alaska",1.4
"Beluga, Alaska",1.3
"Indian Springs, Nevada",0.0
"Idyllwild, CA",0.75
"West Hills, CA",1.34
"Lake Henshaw, CA",1.01
"Cantwell, Alaska",2.1
"Dutch Harbor, Alaska",0.23
"Dutch Harbor, Alaska",-0.12
"Dutch Harbor, Alaska",-0.57
"Dutch Harbor, Alaska",0.63
"Dutch Harbor, Alaska",0.22
south of the Fiji Islands,4.4
"Maug Islands region, Northern Mariana Islands",4.1
"Conway, Washington",1.33
"Panaca, Nevada",2.7
"Volcano, Hawaii",2.24
southeast of Easter Island,4.4
"Reno, Nevada",0.5
"Clam Gulch, Alaska",1.3
"Geysers, CA",1.56
"Nikolski, Alaska",3.8
"Adak, Alaska",1.42
"Reno, Nevada",0.8
"Reno, Nevada",0.7
"Isangel, Vanuatu",4.0
"Reno, Nevada",1.1
"Cobb, CA",1.23
"Geysers, CA",0.94
"Little Lake, CA",1.26
"Edmond, Oklahoma",1.65
"Mammoth Lakes, CA",0.19
"Myitkyina, Myanmar",5.0
"Geysers, CA",0.73
"Karluk, Alaska",1.06
"Gorontalo, Indonesia",4.4
"Skwentna, Alaska",1.3
"Karluk, Alaska",-0.04
"Yakutat, Alaska",1.5
"Geysers, CA",1.07
"Geysers, CA",1.68
"Pedro Bay, Alaska",-0.35
"Geysers, CA",0.99
"Chickaloon, Alaska",1.2
"Petersville, Alaska",1.5
"Geysers, CA",1.16
"Indian Springs, Nevada",0.3
"Reno, Nevada",1.1
"Colton, CA",2.03
"Houston, Alaska",1.1
"Houston, Alaska",1.5
"Santa Rosa, CA",1.39
"Dutch Harbor, Alaska",0.01
"Alamo, CA",1.14
"Adak, Alaska",2.6
"Happy Valley, Alaska",1.8
"Cantwell, Alaska",1.1
Mid-Indian Ridge,4.7
"San Simeon, CA",2.71
"Cantwell, Alaska",0.8
"Warm River, Idaho",0.92
"Popondetta, Papua New Guinea",4.2
"Dover, Oklahoma",1.82
"Ugashik, Alaska",1.11
"Maug Islands region, Northern Mariana Islands",4.2
"Idyllwild, CA",0.39
"Reno, Nevada",0.3
"Toyah, Texas",1.6
"Geysers, CA",0.92
"Isangel, Vanuatu",4.2
"Cantwell, Alaska",1.6
"Mammoth, Wyoming",0.83
"King Cove, Alaska",2.5
"Pedro Bay, Alaska",1.7
"Whites City, New Mexico",1.5
"Adak, Alaska",1.18
"Indian Springs, Nevada",0.1
"Attu Station, Alaska",4.1
"Warm River, Idaho",1.14
"Floriston, California",1.1
"McCarthy, Alaska",1.0
"Indian Springs, Nevada",0.4
"Geysers, CA",0.62
"Geysers, CA",0.83
"Indian Springs, Nevada",0.1
"Furnace Creek, California",0.5
"Indian Springs, Nevada",0.4
"Floriston, California",0.7
"Larsen Bay, Alaska",2.4
"Pinnacles, CA",1.18
"Whites City, New Mexico",1.6
"Tiquisate, Guatemala",4.1
"Geysers, CA",0.88
"Lima, Montana",0.95
"Point Possession, Alaska",1.1
"Unalaska, Alaska",3.3
"Pedro Bay, Alaska",-0.93
south of the Fiji Islands,4.3
"Adak, Alaska",2.1
"Puerto Natales, Chile",4.1
"Clam Gulch, Alaska",1.4
"Geysers, CA",0.78
"Geysers, CA",1.11
"Susitna North, Alaska",2.1
"Reno, Nevada",1.2
"Reno, Nevada",1.2
"Attu Station, Alaska",3.7
"Cantwell, Alaska",1.0
"Adak, Alaska",3.5
"Ravenden, Arkansas",1.79
"Cantwell, Alaska",1.6
"Nanwalek, Alaska",1.4
"Geysers, CA",1.08
"Reno, Nevada",0.6
"Geysers, CA",1.65
"Point Possession, Alaska",1.6
"Tierras Nuevas Poniente, Puerto Rico",3.21
"Progreso, B.C., MX",2.13
"Progreso, B.C., MX",1.83
"Indian Springs, Nevada",0.1
"Progreso, B.C., MX",2.59
"Geysers, CA",1.6
"Salinas, Puerto Rico",2.22
"Isangel, Vanuatu",4.7
"Round Mountain, CA",1.69
"Ovando, Montana",1.71
"Niland, CA",1.39
"Upper Lake, CA",1.59
"Niland, CA",1.62
"Nikiski, Alaska",2.1
"Geysers, CA",0.65
"Cobb, CA",0.77
"Tarragona, Philippines",4.6
"Denali National Park, Alaska",1.4
"Toyah, Texas",1.6
"Shungnak, Alaska",1.5
"Indian Springs, Nevada",0.5
"Beatty, Nevada",0.1
"Searles Valley, CA",1.49
"Akhiok, Alaska",1.8
"Indian Springs, Nevada",0.3
"Geysers, CA",0.48
"West Yellowstone, Montana",1.18
"Geysers, CA",0.78
"Geysers, CA",0.35
"Geysers, CA",0.7
"Glacier View, Alaska",1.1
"Indian Springs, Nevada",0.3
"Reno, Nevada",1.0
"Geysers, CA",0.16
"Challis, Idaho",1.49
"Reno, Nevada",-0.3
"Cobb, CA",0.35
"Geysers, CA",1.7
"Susitna, Alaska",2.3
"Sleetmute, Alaska",1.8
"Geysers, CA",1.04
Chagos Archipelago region,5.0
"Floriston, California",0.4
"Ninilchik, Alaska",1.5
"San Pedro de Atacama, Chile",4.1
"Guánica, Puerto Rico",2.44
"Adak, Alaska",0.21
"Geysers, CA",0.78
"Pedro Bay, Alaska",-0.41
"Salinas, Puerto Rico",2.05
"Indian Springs, Nevada",0.3
"Anderson Springs, CA",1.11
"Sand Point, Alaska",3.0
"Cantwell, Alaska",1.2
"Adak, Alaska",1.47
"Cobb, CA",0.74
"Geysers, CA",0.66
Balleny Islands region,4.6
"Ridgemark, CA",0.78
"Geysers, CA",0.86
"Geysers, CA",1.08
"Geysers, CA",0.53
"Adak, Alaska",3.9
"Geysers, CA",0.51
"Cabazon, CA",0.62
"Geysers, CA",1.11
"Julian, CA",0.92
"Geysers, CA",0.5
"Geysers, CA",0.75
"Geysers, CA",0.94
"Geysers, CA",1.06
"Truckee, California",0.8
"Geysers, CA",0.7
"Geysers, CA",0.92
"Geysers, CA",0.75
"Geysers, CA",0.6
"Geysers, CA",0.51
"Geysers, CA",0.49
"Tres Pinos, CA",0.97
"Geysers, CA",0.49
"Whites City, New Mexico",2.4
"Cobb, CA",1.03
"Geysers, CA",1.6
"Cloverdale, CA",1.29
"Adak, Alaska",0.66
"Geysers, CA",0.94
"Geysers, CA",0.89
"Adak, Alaska",1.8
"Cobb, CA",1.69
"Cobb, CA",0.77
"Geysers, CA",1.21
"Geysers, CA",0.9
"Geysers, CA",0.73
"Geysers, CA",0.31
"Geysers, CA",0.75
"Searles Valley, CA",0.97
"Geysers, CA",1.21
"Geysers, CA",1.35
"Geysers, CA",0.64
"Geysers, CA",2.31
"Geysers, CA",0.99
"Geysers, CA",3.41
"Yakutat, Alaska",1.6
"Geysers, CA",0.93
"Denali National Park, Alaska",1.2
"Hihifo, Tonga",4.6
north of Svalbard,4.0
"Avon, Montana",2.14
"Pedro Bay, Alaska",1.6
"Smiley, Texas",2.0
"Whittier, Alaska",1.1
"Minto, Alaska",1.0
"Pine Valley, CA",1.19
"Karluk, Alaska",-0.82
"Toyah, Texas",1.2
"Karluk, Alaska",-0.02
"Toyah, Texas",0.9
"Spanish Springs, Nevada",0.3
"Volcano, Hawaii",1.81
"Akutan, Alaska",2.6
"Denali National Park, Alaska",1.0
"Geysers, CA",1.18
"Pedro Bay, Alaska",-0.25
"Toyah, Texas",2.2
"Tatitlek, Alaska",1.4
"Adak, Alaska",0.81
"Lovelock, Nevada",1.6
"Cobb, CA",0.39
"Izu Islands, Japan region",4.2
"Adak, Alaska",2.3
"Toledo, Oregon",1.95
"Cobb, CA",1.07
"Indian Springs, Nevada",0.2
"Indian Springs, Nevada",0.2
"Indian Springs, Nevada",0.1
"Nikiski, Alaska",1.7
"Geysers, CA",2.23
"Geysers, CA",1.05
"Kasilof, Alaska",1.5
"Volcano, Hawaii",2.23
"Whites City, New Mexico",1.5
"Guánica, Puerto Rico",2.17
"Pedro Bay, Alaska",-0.7
"Geysers, CA",0.74
"Ridgecrest, CA",0.65
"Susitna North, Alaska",0.9
"Salamatof, Alaska",1.5
"Hydaburg, Alaska",3.7
"Rat Islands, Aleutian Islands, Alaska",2.7
"Searles Valley, CA",1.23
"Kokhanok, Alaska",1.9
"Yelizovo, Russia",4.0
"Izu Islands, Japan region",4.9
"Arctic Village, Alaska",2.8
"Searles Valley, CA",0.88
"Valdez, Alaska",2.5
"Arctic Village, Alaska",3.1
"Karluk, Alaska",0.2
"Progreso, B.C., MX",1.55
"Indian Springs, Nevada",0.5
"Progreso, B.C., MX",1.87
"Indian Springs, Nevada",0.3
"Progreso, B.C., MX",2.19
"Volcano, Hawaii",2.38
"Whites City, New Mexico",1.8
"Atka, Alaska",3.0
"Adak, Alaska",2.0
"Jenkinsville, South Carolina",1.82
"West Yellowstone, Montana",0.9
"West Yellowstone, Montana",0.06
"Progreso, B.C., MX",2.69
"Desert Hot Springs, CA",1.32
"Adak, Alaska",2.4
"Adak, Alaska",-0.34
"Panguna, Papua New Guinea",5.2
"Shungnak, Alaska",1.1
"Indian Springs, Nevada",0.2
"Petersville, Alaska",1.1
"Geysers, CA",1.16
"Pāhala, Hawaii",1.84000003
"Kuril’sk, Russia",4.3
"Atka, Alaska",3.9
"Anza, CA",0.62
"Eatonton, Georgia",1.96
"Beluga, Alaska",1.4
"Beluga, Alaska",1.3
"Orocovis, Puerto Rico",2.45
"Segundo, Colorado",0.8
"Pozo Almonte, Chile",4.0
"Yakutat, Alaska",1.2
"Valdez, Alaska",1.6
Mid-Indian Ridge,5.2
"Julian, CA",1.64
"Borrego Springs, CA",1.6
"Pāhala, Hawaii",2.09
"Toyah, Texas",1.7
"Stevens Village, Alaska",0.9
"Little Lake, CA",0.9
"Pedro Bay, Alaska",3.5
"Willow, Alaska",1.3
"Volcano, Hawaii",1.91
"Adak, Alaska",2.2
"Little Lake, CA",0.56
"Little Lake, CA",1.04
"Geysers, CA",1.04
"Indian Springs, Nevada",0.2
Mid-Indian Ridge,4.4
"Mentone, Texas",1.7
"Yakutat, Alaska",1.1
"Geysers, CA",1.12
"Little Lake, CA",1.33
"Lowell Point, Alaska",2.0
"Geysers, CA",0.29
"Adak, Alaska",2.8
"Indian Springs, Nevada",0.3
"Fox, Alaska",1.2
Mid-Indian Ridge,5.7
"Pāhala, Hawaii",4.36
"Volcano, Hawaii",0.71
"Kuril’sk, Russia",4.3
"Adak, Alaska",-0.11
"Idyllwild, CA",0.69
"Yakutat, Alaska",1.9
"Houma, Tonga",4.7
"Cobb, CA",0.47
Chagos Archipelago region,4.7
"Knik River, Alaska",2.3
Chagos Archipelago region,5.1
"Port-Olry, Vanuatu",4.4
"Beatty, Nevada",0.2
"Stanley, Idaho",1.56
"Volcano, Hawaii",1.82000005
"Houma, Tonga",4.4
"Whites City, New Mexico",1.7
"Susitna North, Alaska",2.1
"Volcano, Hawaii",1.74
"Larsen Bay, Alaska",2.7
"Volcano, Hawaii",2.28
"Volcano, Hawaii",1.89
"Adak, Alaska",0.6
"Nanwalek, Alaska",1.5
"Whites City, New Mexico",2.4
"Finschhafen, Papua New Guinea",4.8
"Nikolski, Alaska",3.3
"Anchor Point, Alaska",1.6
"Bodfish, CA",1.04
"Volcano, Hawaii",1.73
"Wapanucka, Oklahoma",1.22
"Pāhala, Hawaii",1.98
"Petersville, Alaska",1.3
"Ternate, Indonesia",4.6
"Palora, Ecuador",4.2
"Volcano, Hawaii",1.77
"Volcano, Hawaii",1.86
"Volcano, Hawaii",2.06
Mid-Indian Ridge,5.3
"Geysers, CA",0.49
"Geysers, CA",0.01
"Anza, CA",0.61
"Anza, CA",0.67
"Kingston, Nevada",1.7
"Nabesna, Alaska",1.2
"Abepura, Indonesia",4.2
"Lorino, Russia",2.6
"Little Lake, CA",1.62
"Cobb, CA",0.71
"Geysers, CA",1.71
"Pedro Bay, Alaska",-0.93
"Geysers, CA",1.07
"Pāhala, Hawaii",2.37
"Sola, Vanuatu",4.7
"Skwentna, Alaska",1.8
"Geysers, CA",1.19
"Ninilchik, Alaska",1.8
"Trapper Creek, Alaska",0.9
"Huron, CA",1.18
"Denali National Park, Alaska",1.3
"Knik River, Alaska",1.3
"Beatty, Nevada",0.2
"Susitna North, Alaska",0.9
"Volcano, Hawaii",0.77
"Cobb, CA",1.04
"Talkeetna, Alaska",1.2
"Pacifica, CA",0.89
"Chickaloon, Alaska",1.4
"Volcano, Hawaii",0.8
"Anza, CA",0.66
"Cooper Landing, Alaska",1.3
south of the Fiji Islands,4.5
"Whites City, New Mexico",1.6
"Pedro Bay, Alaska",-0.84
"Volcano, Hawaii",0.44
"Cobb, CA",0.46
"Cobb, CA",1.27
"Cortes, Philippines",4.5
"Arctic Village, Alaska",1.4
"Sand Point, Alaska",2.1
"Geysers, CA",0.96
"Petersville, Alaska",1.9
"Susitna North, Alaska",1.4
"Mojave, CA",1.29
"Beatty, Nevada",0.1
"Tadine, New Caledonia",4.6
"Valdez, Alaska",1.5
"Anderson Springs, CA",0.72
"Petersville, Alaska",1.5
"Beatty, Nevada",0.2
"Cobb, CA",1.03
"Volcano, Hawaii",1.86
"Aromas, CA",1.83
"Sand Point, Alaska",2.2
"Volcano, Hawaii",2.42
"Cobb, CA",-0.12
"Indian Springs, Nevada",0.3
"Beatty, Nevada",0.0
"Whites City, New Mexico",1.7
"Lazy Mountain, Alaska",2.0
South Sandwich Islands region,4.8
"Denali Park, Alaska",1.1
"Beatty, Nevada",0.1
off the west coast of the South Island of New Zealand,4.1
"Puerto Real, Puerto Rico",2.51
"Cruz Bay, U.S. Virgin Islands",3.3
"Geysers, CA",1.1
"Karluk, Alaska",-0.04
"Bigaan, Philippines",4.4
"Cruz Bay, U.S. Virgin Islands",3.27
"Salcha, Alaska",0.8
"Cobb, CA",0.72
"Sand Point, Alaska",1.9
"Volcano, Hawaii",1.93
"Home Gardens, CA",1.37
"Pedro Bay, Alaska",1.7
"Karluk, Alaska",-0.66
"Volcano, Hawaii",1.93
"Ninilchik, Alaska",-0.67
"Susitna, Alaska",1.5
"Cobb, CA",1.13
"Big Lake, Alaska",1.1
"Spanish Springs, Nevada",1.4
"King Cove, Alaska",0.27
"Cobb, CA",0.36
"Elfin Cove, Alaska",2.1
"Volcano, Hawaii",1.70000005
"Levuka, Fiji",4.4
"Kuril’sk, Russia",4.4
"Houma, Tonga",4.0
"Pope-Vannoy Landing, Alaska",1.7
"Sterling, Alaska",1.4
"Perryville, Alaska",2.0
"Indian Springs, Nevada",0.5
"Segundo, Colorado",0.8
"Denali National Park, Alaska",1.8
"Adak, Alaska",0.52
"Barcelona, Philippines",4.5
"Smiley, Texas",1.8
"Akhiok, Alaska",1.9
"Hinatuan, Philippines",5.0
"Smiley, Texas",2.6
"White Mountain, Alaska",2.0
"Indian Springs, Nevada",0.2
"Geysers, CA",1.1
"Cantwell, Alaska",1.3
"Kuril’sk, Russia",4.3
"Mentone, Texas",2.3
"Geysers, CA",1.21
"Geysers, CA",0.28
"Paxson, Alaska",1.4
"Petersville, Alaska",1.1
"Cantwell, Alaska",1.0
"Stevens Village, Alaska",1.3
"Anza, CA",1.25
"Anza, CA",1.11
"Petersville, Alaska",1.4
"Kuril’sk, Russia",4.6
"Mentone, Texas",2.1
"Toyah, Texas",2.1
"Stevens Village, Alaska",2.5
"Toyah, Texas",1.8
"Perryville, Alaska",2.1
"Adak, Alaska",1.06
"Amagi, Japan",4.5
"Mentone, Texas",1.8
"Sand Point, Alaska",2.9
"Desert Hot Springs, CA",2.06
"Indian Springs, Nevada",0.3
"Palo Pinto, Texas",2.6
"Westbrook, Texas",2.9
"Cordova, Alaska",1.6
"Petersville, Alaska",1.7
"Petersville, Alaska",1.3
"Nanwalek, Alaska",1.8
"Almeria, Philippines",4.5
"Boca de Yuma, Dominican Republic",3.84
"Kermadec Islands, New Zealand",4.7
"Indian Springs, Nevada",0.3
"Tyonek, Alaska",1.9
"Cobb, CA",1.17
"Indian Springs, Nevada",0.4
"Guánica, Puerto Rico",2.09
"Adak, Alaska",3.2
south of the Aleutian Islands,3.4
"Intipucá, El Salvador",4.8
"Indian Springs, Nevada",0.4
"Nanwalek, Alaska",1.5
"Indian Springs, Nevada",0.1
"Geysers, CA",1.16
"Atka, Alaska",3.8
"Adak, Alaska",0.56
"Happy Valley, Alaska",2.0
"Indian Springs, Nevada",0.2
"Indian Springs, Nevada",0.1
"Indian Springs, Nevada",1.6
"Akhiok, Alaska",1.9
"Walker Lake, Nevada",1.7
"Ninilchik, Alaska",1.9
"Desert Hot Springs, CA",1.05
"Volcano, Hawaii",1.91
"Volcano, Hawaii",1.87
"Adak, Alaska",0.54
"Petersville, Alaska",1.9
"Volcano, Hawaii",2.93
"Kuji, Japan",4.8
"Mentone, Texas",1.9
"Volcano, Hawaii",2.98
"Tyonek, Alaska",1.6
"Akutan, Alaska",2.0
"Pāhala, Hawaii",1.75
"Kaktovik, Alaska",2.8
"Adak, Alaska",0.2
"Kuril’sk, Russia",4.9
"Cantwell, Alaska",2.0
"Indian Springs, Nevada",0.2
"Aleneva, Alaska",0.9
"Reno, Nevada",-0.5
"Reno, Nevada",0.4
"Chickaloon, Alaska",0.9
"Petrolia, CA",3.5
"Redway, CA",2.26
"Kuril’sk, Russia",4.6
"Indian Springs, Nevada",0.1
"Point MacKenzie, Alaska",1.5
"Toyah, Texas",1.8
"Pāhala, Hawaii",1.77999997
"Indian Springs, Nevada",0.9
"Geysers, CA",0.95
"Geysers, CA",0.92
"Indian Springs, Nevada",0.4
"Maria Antonia, Puerto Rico",2.74
"Indian Springs, Nevada",0.3
"Yakutat, Alaska",1.5
"Cruz Bay, U.S. Virgin Islands",3.52
"Anza, CA",1.75
"Indian Springs, Nevada",0.5
"Volcano, Hawaii",2.53
"False Pass, Alaska",1.9
"Beatty, Nevada",0.2
"Chase, Alaska",1.4
"Indian Springs, Nevada",0.2
"Indian Springs, Nevada",0.2
"Karluk, Alaska",1.5
"Lake Henshaw, CA",1.91
"McCarthy, Alaska",1.2
"Glacier View, Alaska",1.3
"Faliraki, Greece",4.2
"Cooter, Missouri",1.82
"Beatty, Nevada",0.3
"Stanley, Idaho",1.65
"Brawley, CA",1.46
South Shetland Islands,4.6
South Shetland Islands,5.2
"Kuril’sk, Russia",4.5
"Cobb, CA",1.02
"Cushing, Oklahoma",1.36
"Toyah, Texas",1.8
"Beatty, Nevada",1.4
"Volcano, Hawaii",1.70000005
"Reno, Nevada",1.0
"Kuril’sk, Russia",5.0
"Akçadağ, Turkey",4.6
"Arvin, CA",1.12
"Naches, Washington",1.5
"Geysers, CA",0.74
"Ollagüe, Chile",4.3
"Kuril’sk, Russia",6.5
"Ninilchik, Alaska",1.5
Pacific-Antarctic Ridge,5.8
"Geysers, CA",1.24
"Indian Springs, Nevada",0.4
"Mentone, Texas",1.8
"Toyah, Texas",1.7
"Sutton-Alpine, Alaska",1.2
"Conconully, Washington",1.6
"Conconully, Washington",1.58
"Pāhala, Hawaii",2.0
"Fishhook, Alaska",1.0
"Templeton, CA",2.11
"Chignik Lake, Alaska",2.1
"Skwentna, Alaska",1.6
"Chickaloon, Alaska",1.0
"Pedro Bay, Alaska",1.6
"Anderson Springs, CA",0.85
"Anza, CA",1.19
"Cobb, CA",1.18
"Chickaloon, Alaska",1.4
"Pedro Bay, Alaska",1.7
"Farkhār, Afghanistan",4.2
"Tierras Nuevas Poniente, Puerto Rico",3.73
"Little Lake, CA",0.98
"Skwentna, Alaska",1.8
"Nanwalek, Alaska",1.7
"Pāhala, Hawaii",2.43
"Chickaloon, Alaska",1.6
"Unalaska, Alaska",1.6
"Petersville, Alaska",1.1
"Denali National Park, Alaska",1.2
"Susitna North, Alaska",1.2
"Yakutat, Alaska",1.9
"Susitna North, Alaska",0.9
"Metinaro, Timor Leste",4.3
"Petrolia, CA",3.75
"Pāhala, Hawaii",1.97000003
"Perryville, Alaska",1.8
"Little Lake, CA",1.27
"Denali Park, Alaska",1.5
"Dabajuro, Venezuela",4.4
"Geysers, CA",1.09
"Lima, Montana",0.74
"Indian Springs, Nevada",0.2
"Indian Springs, Nevada",0.5
"Beluga, Alaska",1.2
"Toyah, Texas",1.9
"Millbrae, CA",1.29
"Ninilchik, Alaska",1.4
"Mentone, Texas",1.6
"Denali National Park, Alaska",1.6
"Big Bear City, CA",1.04
"Minto, Alaska",1.2
"Egegik, Alaska",2.1
"Skwentna, Alaska",1.2
"Adak, Alaska",1.03
"Chenega, Alaska",1.5
"Skwentna, Alaska",1.2
"Indian Springs, Nevada",0.1
"Indian Springs, Nevada",0.2
"False Pass, Alaska",2.8
"Guánica, Puerto Rico",2.33
"Edna Bay, Alaska",2.9
"Perryville, Alaska",1.9
"Cabazon, CA",1.23
"Cabazon, CA",1.16
"Pāhala, Hawaii",2.63
"Mina, Nevada",1.3
"Venetie, Alaska",1.6
"Ninilchik, Alaska",2.1
"Anchor Point, Alaska",1.6
"Indian Springs, Nevada",0.2
"Kaktovik, Alaska",2.6
"Beluga, Alaska",1.5
"Cantwell, Alaska",1.2
"Indian Springs, Nevada",0.3
"Nikiski, Alaska",1.4
"Ponderosa Pines, Montana",1.13
"Whites City, New Mexico",2.3
"Geysers, CA",0.24
"Indian Springs, Nevada",-0.2
"Denali Park, Alaska",1.9
"Cobb, CA",1.6
"Willow, Alaska",1.1
"Reno, Nevada",1.1
"Anchorage, Alaska",1.2
"Indian Springs, Nevada",0.4
"False Pass, Alaska",3.2
"Silver Peak, Nevada",1.1
"Anchor Point, Alaska",1.4
"Silver Peak, Nevada",1.6
"Pedro Bay, Alaska",1.8
"Indian Springs, Nevada",0.3
"Susitna, Alaska",1.6
"Chiniak, Alaska",2.9
"Geysers, CA",0.44
"Guánica, Puerto Rico",2.68
"Indian Springs, Nevada",0.2
"Indian Springs, Nevada",0.2
